pn,pe,pd,vn,ve,vd,an,ae,ad,roll,pitch,yaw,q0,q1,q2,q3,lat,lng,alt,sat,ax,ay,az,gx,gy,gz,mx,my,mz,baro_temp,baro_press,baro_alt,batt_voltage,batt_percent,launch_lat,launch_lng,launch_alt,system_status,system_time,rssi,snr,connection_status
0,0,0,0,0,0,0.221729711,0.001566049,-0.02715075,3.126303196,0.11344707,2.944121599,0.057157997,0.098035373,0.993718922,0.002009959,39.39007187,-8.289396286,214462,8,-0.101320997,0.036539,-0.970692992,13.99125004,-7.358749866,0.043749999,-0.697107136,0.104049988,1.275874496,26.86000061,100032,108.1924133,4042,83,0,0,0,65538,531822,-106,9,TRUE
0,0,0,0,0,0,0.198667035,0.021181364,-0.054537714,3.12169075,0.111804783,2.944210291,0.056568202,0.097871952,0.993761361,0.004386279,39.39007187,-8.289396286,214455,8,-0.091499999,0.059597,-0.921038985,1.408750057,0.262499988,0.174999997,-0.707113266,0.104471132,1.280046701,26.87999916,100075,104.5750809,4047,83,0,0,0,65538,532123,-110,8.75,TRUE
0,0,0,0,0,0,0.21546112,0.00805869,-0.001318514,3.120827436,0.109812573,2.944207907,0.055620946,0.097864777,0.993814468,0.00491389,39.39007187,-8.289396286,214419,8,-0.121267997,0.026718,-0.986308992,1.548750043,0.524999976,0.402500004,-0.696532369,0.104351804,1.28204,26.88999939,100036,107.8542023,4042,83,0,0,0,65538,532423,-112,9,TRUE
0,0,0,0,0,0,0.222383365,0.008471456,0.003422141,3.120951176,0.108946562,2.943929911,0.055185504,0.09801285,0.993823171,0.00488764,39.39007187,-8.289396286,214281,8,-0.125964999,0.025193,-1.030167937,6.431250095,-1.828750014,0.314999998,-0.700826406,0.103923813,1.274561405,26.85000038,100037,107.7722855,4052,84,0,0,0,65538,532725,-108,8.75,TRUE
0,0,0,0,0,0,0.215422273,0.002820566,-0.010348618,3.119124413,0.108136833,2.943814278,0.054873176,0.098026678,0.993834436,0.005832599,39.39007187,-8.289396286,214313,8,-0.091377996,0.046664998,-0.948427975,3.736249924,-1.391250014,0.113750003,-0.705683053,0.104494989,1.278882027,26.88999939,100060,105.8381119,4054,84,0,0,0,65538,533025,-109,8.75,TRUE
0,0,0,0,0,0,0.214389458,0.004468288,-0.02090764,3.119288445,0.108367853,2.943640471,0.054980401,0.098115668,0.993819952,0.005734858,39.39007187,-8.28939724,214310,8,-0.100039996,0.046909001,-0.996190965,3.596250057,-1.04124999,0.236249998,-0.697680235,0.103944212,1.278788805,26.90999985,100058,106.0045776,4054,84,0,0,0,65538,533327,-106,8.25,TRUE
0,0,0,0,0,0,0.191771463,-0.009327003,-0.027103186,3.119169474,0.107691377,2.943384409,0.054650825,0.098246187,0.993828118,0.00582062,39.39007187,-8.28939724,214327,8,-0.081983998,0.029219,-0.987833977,3.762500048,-0.962499976,0.455000013,-0.705110192,0.104582943,1.286024094,26.86000061,100049,106.7629242,4047,83,0,0,0,65538,533627,-106,8.5,TRUE
0,0,0,0,0,0,0.136968493,0.059917841,-0.083597898,3.120205879,0.107754126,2.94336772,0.054631334,0.098280951,0.993823886,0.005301737,39.39007187,-8.28939724,214311,8,-0.106139995,-0.027206,-0.681491971,1.25999999,1.014999986,0.078749999,-0.701393545,0.104441807,1.284322858,26.87000084,100053,106.4273453,4045,83,0,0,0,65538,533928,-110,8.5,TRUE
0,0,0,0,0,0,0.457298696,-0.155675381,-0.708469033,3.110212088,0.115308046,2.941577196,0.05888471,0.098799996,0.993438482,0.009837979,39.39007187,-8.28939724,214242,8,-0.440907985,-0.060024001,-1.378904939,3.412499905,0.00875,0.910000026,-0.696242511,0.10475222,1.286643624,26.89999962,100045,107.0984955,4050,83,0,0,0,65538,534229,-108,8.5,TRUE
0,0,0,0,0,0,0.251680434,-0.136290729,0.680036664,3.092931747,0.103412293,2.936992645,0.053871561,0.100758672,0.993451715,0.018904151,39.39007187,-8.28939724,214167,8,0.012627,-0.15738,-1.175225973,1.837499976,-0.174999997,-0.07,-0.70567733,0.105100922,1.293265224,26.82999992,100037,107.7722855,4047,83,0,0,0,65538,534531,-110,9,TRUE
0,0,0,0,0,0,0.178065851,0.008441507,-0.070674181,3.100666285,0.114291713,2.935759544,0.058890767,0.101438217,0.993172526,0.014463652,39.39007187,-8.28939724,214119,8,-0.065818995,0.133834004,-0.894015968,3.657500029,-0.840000033,0.638750017,-0.697106838,0.104085639,1.283901811,26.87000084,100034,108.0233078,4047,83,0,0,0,65538,534832,-108,8.75,TRUE
0,0,0,0,0,0,0.240989149,-0.024784207,0.00219965,3.109484196,0.108428322,2.935029507,0.055536099,0.102123387,0.993347228,0.010366251,39.39007187,-8.28939724,214110,8,-0.088083997,0.081373997,-1.045661926,4.033750057,-0.892499983,0.253749996,-0.694820106,0.103956275,1.280052185,26.89999962,100052,106.5092545,4042,83,0,0,0,65538,535133,-110,8.5,TRUE
0,0,0,0,0,0,0.206301883,-0.001044494,-0.038622439,3.113828897,0.108380787,2.934965372,0.055290695,0.102276169,0.993365407,0.008208173,39.39007187,-8.28939724,214087,8,-0.097599998,0.038063999,-0.966239989,3.727499962,-0.892499983,0.38499999,-0.700820863,0.104511932,1.289621234,26.81999969,100039,107.6031799,4044,83,0,0,0,65538,535434,-112,8.25,TRUE
0,0,0,0,0,0,0.217478275,0.0007365,-0.026300788,3.116703749,0.108389087,2.934969664,0.055147707,0.102353126,0.993375778,0.006779518,39.39007187,-8.28939724,214070,8,-0.100466996,0.047091998,-0.991066992,3.66624999,-0.92750001,0.420000017,-0.706824124,0.104800262,1.289035916,26.88999939,100046,107.0139389,4045,83,0,0,0,65538,535735,-110,8.5,TRUE
0,0,0,0,0,0,0.193490177,0.007921707,-0.051277936,3.118719339,0.109329507,2.935306072,0.055510212,0.102234617,0.993377864,0.005738738,39.39007187,-8.28939724,214026,8,-0.093451999,0.041906998,-0.889624,-2.651250124,3.176249981,0.612500012,-0.709683895,0.104823835,1.284459472,26.90999985,100046,107.0139389,4044,83,0,0,0,65538,536036,-111,8.5,TRUE
0,0,0,0,0,0,0.200807288,0.006092744,-0.044482768,3.120239496,0.110525273,2.93591404,0.056024414,0.101966083,0.993384182,0.004938657,39.39007187,-8.28939724,214004,8,-0.096685,0.043065999,-1.004426003,6.413750172,-3.053750038,0.27125001,-0.705395281,0.104681544,1.283902168,26.92000008,100079,104.239502,4042,83,0,0,0,65538,536338,-110,8.75,TRUE
0,0,0,0,0,0,0.217605621,0.00559798,-0.019007862,3.121363163,0.110527888,2.936872244,0.055966567,0.101519704,0.993430138,0.004406865,39.39007187,-8.28939724,214041,8,-0.094122998,0.041113999,-0.963678002,-0.166250005,1.163750052,0.297500014,-0.707397342,0.104676664,1.293186426,26.88999939,100067,105.2488708,4042,83,0,0,0,65538,536639,-110,8.5,TRUE
0,0,0,0,0,0,0.21495378,-0.008875202,-0.057062149,3.119299173,0.1090381,2.937160015,0.055330914,0.101331338,0.993479371,0.005516937,39.39007187,-8.28939724,214062,8,-0.117180996,0.028486999,-1.069573998,4.147500038,-1.732499957,0.262499988,-0.707976699,0.10389366,1.271262884,26.92000008,100037,107.7722855,4049,83,0,0,0,65538,536940,-110,8.25,TRUE
