pn,pe,pd,vn,ve,vd,an,ae,ad,roll,pitch,yaw,q0,q1,q2,q3,lat,lng,alt,sat,ax,ay,az,gx,gy,gz,mx,my,mz,temp,press,batt_voltage,batt_percent,launch_lat,launch_lng,launch_alt,system_status,system_time,rssi,snr,connectionstatus
0.03494829684495926,0.150830939412117,-0.020119378343224525,0.03198098763823509,0.16418159008026123,-0.025903576985001564,0.0016504563391208649,0.018611352890729904,-0.006177365779876709,0.0238081943243742,0.053602803498506546,3.055135726928711,0.043555498123168945,-0.026248415932059288,0.013043038547039032,0.9989354014396667,0,0,0,0,-0.05685199797153473,0.0076249996200203896,0.9955809712409973,3.788749933242798,-0.6737499833106995,0.612500011920929,-35.784000396728516,-4.5360002517700195,-47.46000289916992,0.0,0.0,2879,0,0,0,0,9218,237856,-157,0.0,True
0.03484673053026199,0.15045587718486786,-0.020090492442250252,0.03173111379146576,0.16439953446388245,-0.025520751252770424,0.001382250338792801,0.020126590505242348,-0.0012732148170471191,0.023966869339346886,0.053669363260269165,3.0550737380981445,0.043571989983320236,-0.02628140151500702,0.013125917874276638,0.9988006353378296,0,0,0,0,-0.057339999824762344,0.008723000064492226,0.9964349865913391,4.261250019073486,-1.0674999952316284,0.7787500023841858,-36.119998931884766,-4.900000095367432,-47.362003326416016,0.0,0.0,2875,0,0,0,0,9218,237956,-157,0.0,True
0.034749675542116165,0.15011054277420044,-0.02005644328892231,0.031207233667373657,0.16516654193401337,-0.025650709867477417,0.001832369714975357,0.01921967975795269,-0.003470778465270996,0.025076456367969513,0.05388018488883972,3.0548174381256104,0.04371553659439087,-0.026360776275396347,0.01368776336312294,0.9987828731536865,0,0,0,0,-0.059108998626470566,0.009820999577641487,0.9954589605331421,4.821249961853027,-0.7262499928474426,0.6650000214576721,-36.21800231933594,-4.690000057220459,-48.13200378417969,0.0,0.0,2881,0,0,0,0,9218,238057,-157,0.0,True
0.034690823405981064,0.1501307189464569,-0.020067274570465088,0.03084477409720421,0.16722986102104187,-0.025821156799793243,0.004146229475736618,0.019556183367967606,-0.0020758509635925293,0.02477951906621456,0.05382385849952698,3.0554041862487793,0.04341815412044525,-0.02634311653673649,0.013530585914850235,0.9987984895706177,0,0,0,0,-0.0571569986641407,0.01012600027024746,0.9964349865913391,3.9549999237060547,-0.8400000333786011,0.6912500262260437,-36.16200256347656,-4.480000019073486,-47.85200119018555,0.0,0.0,2880,0,0,0,0,9218,238157,-157,0.0,True
0.034589365124702454,0.14973756670951843,-0.020040420815348625,0.03126879036426544,0.1671573519706726,-0.02585618570446968,0.004875116050243378,0.01984589174389839,-0.0011131763458251953,0.024061104282736778,0.05411875247955322,3.055880308151245,0.043172687292099,-0.026509003713726997,0.013171901926398277,0.9988117814064026,0,0,0,0,-0.05697399750351906,0.008295999839901924,0.99680095911026,3.7799999713897705,-0.8487499952316284,0.5950000286102295,-36.34400177001953,-4.676000118255615,-47.922000885009766,0.0,0.0,2882,0,0,0,0,9218,238258,-157,0.0,True
0.03505247086286545,0.15234455466270447,-0.020473873242735863,0.031840212643146515,0.170265793800354,-0.027065327391028404,0.003917276859283447,0.018615204840898514,-0.004855215549468994,0.024621671065688133,0.05422521010041237,3.0559544563293457,0.043173421174287796,-0.026544082909822464,0.013450417667627335,0.9990407824516296,0,0,0,0,-0.05709599703550339,0.01079699955880642,0.993628978729248,3.990000009536743,-0.8924999833106995,0.6737499833106995,-36.064002990722656,-4.8580002784729,-48.15999984741211,0.0,0.0,2887,0,0,0,0,9218,238377,-157,0.0,True
0.0342835895717144,0.14840185642242432,-0.019874613732099533,0.030263714492321014,0.1650429666042328,-0.025247063487768173,0.002214428037405014,0.01969228684902191,-0.0018714070320129395,0.02400566078722477,0.054009728133678436,3.0562334060668945,0.04300234839320183,-0.02645649015903473,0.013136605732142925,0.9988789558410645,0,0,0,0,-0.055021997541189194,0.008844999596476555,0.9960689544677734,4.383749961853027,-0.8224999904632568,0.7350000143051147,-35.53200149536133,-4.942000389099121,-47.3900032043457,0.0,0.0,2881,0,0,0,0,9218,238460,-157,0.0,True
0.03427504375576973,0.14852909743785858,-0.019904254004359245,0.029485827311873436,0.1650380939245224,-0.02486998587846756,0.004296161234378815,0.0199994258582592,-0.004586219787597656,0.024576811119914055,0.053808681666851044,3.0558512210845947,0.04319744557142258,-0.02634177729487419,0.013422702439129353,0.9988518953323364,0,0,0,0,-0.058132998645305634,0.009820999577641487,0.994970977306366,3.9024999141693115,-0.9800000190734863,0.6212499737739563,-35.97999954223633,-4.886000156402588,-47.75400161743164,0.0,0.0,2878,0,0,0,0,9218,238562,-157,0.0,True
0.03410641849040985,0.14790040254592896,-0.019827604293823242,0.02897774800658226,0.16509509086608887,-0.02493763528764248,0.003476615995168686,0.020087428390979767,-0.0021889805793762207,0.02514450065791607,0.053746532648801804,3.055584192276001,0.043332625180482864,-0.026297811418771744,0.013708765618503094,0.9988014698028564,0,0,0,0,-0.05605899915099144,0.01079699955880642,0.9954589605331421,4.340000152587891,-0.7262499928474426,0.5950000286102295,-35.4900016784668,-5.194000244140625,-47.4739990234375,0.0,0.0,2866,0,0,0,0,9218,238663,-157,0.0,True
0.03400866687297821,0.14754167199134827,-0.019788658246397972,0.029122091829776764,0.1653471440076828,-0.02549535036087036,0.0039132460951805115,0.020398471504449844,-0.0004521012306213379,0.02508535236120224,0.05392715707421303,3.0552315711975098,0.04350901022553444,-0.026386870071291924,0.01368774939328432,0.9987911581993103,0,0,0,0,-0.05685199797153473,0.007929999381303787,0.9974719882011414,3.893749952316284,-1.0237499475479126,0.5600000023841858,-35.77000045776367,-5.053999900817871,-48.384002685546875,0.0,0.0,2879,0,0,0,0,9218,238765,-157,0.0,True
